end_year,citylng,citylat,intensity,sector,topic,insight,swot,url,region,start_year,impact,added,published,city,country,relevance,pestle,source,title,likelihood
2028,,,6,,,Eurozone agrees deal to bring Greece out of financial crisis,,https://www.theguardian.com/world/2018/jun/22/eurozone-greece-financial-crisis-deal,Southern Europe,,,"June, 22 2018 02:04:34","June, 22 2018 00:00:00",,Greece,3,,Andrew Simms,"Greece could delay back repayment on billions in loans by 10 years, giving it a financial breather while stricter deadlines could have further choked the economy over the next decade.",2
2025,,,30,Manufacturing,economy,How To Scale 3D Printing Using Distributed Manufacturing,Opportunity,http://www.digitalistmag.com/digital-supply-networks/2018/06/15/how-to-scale-3d-printing-using-distributed-manufacturing-06175833,,,3,"June, 22 2018 04:41:43","June, 22 2018 00:00:00",,,5,Economic,Digitalist Magazine,Overall economic impact created by Additive Manufacturing could reach $100 billion to $250 billion by 2025.,2
2023,,,12,,,Infusion Pump Market Research 2018: Region Wise Analysis of Top Players in Industry by its Product Types and Application,,https://www.medgadget.com/2018/06/infusion-pump-market-research-2018-region-wise-analysis-of-top-players-in-industry-by-its-product-types-and-application.html,World,2017,,"June, 24 2018 06:24:22","June, 22 2018 00:00:00",,,3,,MedGadget,Global Infusion Pumps market is expected to grow at a CAGR of 5.2% during forecasted period 2017-2023.,4
2030,,,8,Retail,transport,Electric road trials go ahead,,http://intelligentmobilityinsight.com/news/dG8/Electric-road-trials-go-ahead,Northern Europe,,,"June, 22 2018 12:49:50","June, 22 2018 00:00:00",,Sweden,4,Industries,Intelligent Mobility Insights,"It is estimated that two-thirds of truck transportation in Sweden could be carried outon electrified roads by 2030, which would reduce energy consumption by approximately 10 TWh, corresponding to three million tons of fuel.",2
2036,,,9,Aerospace & defence,passenger,The aviation industry could save $15 billion a year through connected aircraft,Opportunity,https://www.tnooz.com/article/airline-connected-aircraft-lse-inmarsat/,,,,"June, 22 2018 05:37:20","June, 22 2018 00:00:00",,,3,Industries,TNooz,Connected aircraft would help airlines cope with a projected increase in capacity demand with passenger numbers expected to nearly double by 2036.,3
2030,,,64,,,"No title could be extracted, please add manually",,https://acore.org/wp-content/uploads/2018/06/ACORE-Renewable-Energy-Investor-Survey_June-2018_fnl.pdf,,,4,"June, 25 2018 07:54:45","June, 22 2018 00:00:00",,,4,,,"When considering ideal policy and market scenarios, 70% of respondents indicated that cumulative private investment in U.S. renewable energy could reach $500 billion between 2018-2030, while 26% projected it could reach $1 trillion.",4
2050,,,16,Energy,heating,"No title could be extracted, please add manually",Opportunity,http://www.no2nuclearpower.org.uk/wp/wp-content/uploads/2018/06/NuClearNewsNo108.pdf,Northern Europe,,,"June, 25 2018 06:30:22","June, 22 2018 00:00:00",,United Kingdom,4,Environmental,No 2 Nuclear Power,All of the UK Clean Growth Strategy scenarios assume that 17% of domestic heat demand will be provided by district heating networks by 2050.,4
2050,,,16,Energy,energy,Renewables Will Make Up 50 Percent of the World's Energy by 2050,,https://www.popularmechanics.com/science/energy/a21756137/renewables-50-percent-energy-2050/,World,,,"June, 23 2018 11:43:33","June, 22 2018 00:00:00",,,4,Industries,Popular Mechanics,50 percent of the world's energy will come from solar and wind by 2050.,4
2018,,,16,,economy,Greece crisis declared 'over' as euro zone agrees on debt relief,,https://www.straitstimes.com/business/economy/greece-crisis-declared-over-as-euro-zone-agrees-on-debt-relief,Southern Europe,,,"June, 22 2018 03:37:24","June, 22 2018 00:00:00",,Greece,4,Economic,The Straits Times,Greece's economy has stabilised and is expected to post moderate growth this year.,4
2048,,,9,,wealth,Scots' wealth 'worth a trillion pounds',,https://theukbulletin.com/2018/06/22/scots-wealth-worth-a-trillion-pounds/,,,,"June, 26 2018 04:52:25","June, 22 2018 00:00:00",,,3,Economic,The UK Bulletin,Wealth in Scotland has grown fast in recent years and will come to play a bigger role in determining life chances in the decades to come.,3
2021,,,16,Energy,investor,"No title could be extracted, please add manually",,https://acore.org/wp-content/uploads/2018/06/ACORE-Renewable-Energy-Investor-Survey_June-2018_fnl.pdf,Northern America,,,"June, 25 2018 07:54:44","June, 22 2018 00:00:00",,United States of America,4,Economic,,"Over the next three years, investor confidence in the U.S. renewable energy sector is expected to remain high, with an average confidence level of 84/100.",4
2022,,,12,,,"Global Online Furniture Market 2018-2022 Featuring Key Players: Ashley Furniture Industries, Heritage Home Group, Herman Miller, Inter IKEA Systems and Steelcase - ResearchAndMarkets.com",,http://www.krgv.com/story/38488773/global-online-furniture-market-2018-2022-featuring-key-players-ashley-furniture-industries-heritage-home-group-herman-miller-inter-ikea-systems-and,World,2018,,"June, 26 2018 06:52:08","June, 22 2018 00:00:00",,,3,,KRGV,The Global Online Furniture Market is projected to grow at a CAGR of 15.16% during the period 2018-2022.,4
2027,,,16,Energy,wind power,"Annual Global Wind Additions To Average 67 Gigawatts Through 2027, Forecasts MAKE Consulting",,https://cleantechnica.com/2018/06/22/annual-global-wind-additions-to-average-67-gigawatts-through-2027-forecasts-make-consulting/,World,2018,,"June, 25 2018 14:01:49","June, 22 2018 00:00:00",,,4,Industries,CleanTechnica,Global annual wind power capacity additions are now expected to average over 67 gigawatts between 2018 and 2027.,4
2029,,,12,Aerospace & defence,helicopter,Top Western Transport Helicopter Deliveries-Retirements 2018-2027,,http://aviationweek.com/awin-only/top-western-transport-helicopter-deliveries-retirements-2018-2027,,2020,,"June, 22 2018 03:46:50","June, 22 2018 00:00:00",,,4,Technological,Aviation Week,The most delivered helicopter of the next decade will be Sikorsky's S-70 / H-60.,3
2025,,,40,,,"Portable Agitator Industry 2018 Global Market Growth, Trend, and Forecast to 2025",,https://thebusinesstactics.com/29843/portable-agitator-industry-2018-global-market-growth-trend-and-forecast-to-2025/,World,,2,"June, 25 2018 01:14:15","June, 22 2018 00:00:00",,,5,,thebusinesstactics.com,"The global Portable Agitator market is valued at million US$ in 2017 and is expected to million US$ by the end of 2025, growing at a CAGR of between 2018 and 2025.",4
2042,,,15,Government,policy,The fight over family separations proved how broken Trump's America really is,,https://www.vox.com/policy-and-politics/2018/6/22/17485720/border-family-separations-trump-win,Northern America,,,"June, 24 2018 12:03:13","June, 22 2018 00:00:00",,United States of America,5,Political,Julia Belluz,Non-White racial groups will outnumber Whites in the United States by 2042 caused them.,3
2030,,,80,,economy,Highly skilled workers' pay set to jump with talent crunch,,https://www.straitstimes.com/business/economy/highly-skilled-workers-pay-set-to-jump-with-talent-crunch,,,4,"June, 22 2018 03:37:34","June, 22 2018 00:00:00",,,5,Economic,The Straits Times,The estimated talent deficit of 85.2 million workers across the 20 economies by 2030 is expected to add about US$2.5 trillion a year to payrolls.,4
2030,,,36,Financial services,investment,"No title could be extracted, please add manually",Opportunity,https://acore.org/wp-content/uploads/2018/06/ACORE-Renewable-Energy-Investor-Survey_June-2018_fnl.pdf,Northern America,2018,3,"June, 25 2018 07:54:45","June, 22 2018 00:00:00",,United States of America,6,Economic,,"When considering ideal policy and market scenarios, 70% of respondents indicated that cumulative private investment in U.S. renewable energy could reach $500 billion between 2018-2030, while 26% projected it could reach $1 trillion.",2
2050,,,36,Energy,infrastructure,"No title could be extracted, please add manually",,http://www.no2nuclearpower.org.uk/wp/wp-content/uploads/2018/06/NuClearNewsNo108.pdf,Northern Europe,,3,"June, 25 2018 06:30:21","June, 22 2018 00:00:00",,United Kingdom,6,Environmental,No 2 Nuclear Power,Infrastructure Commission the cumulative additional cost of decarbonising the UK's heating system by 2050 could be as high as £450 billion.,2
2050,,,16,,population,What are the Top Ten Countries with Most Reliance on Nuclear Power?,,https://www.mapsofworld.com/answers/regions/top-ten-countries-reliance-nuclear-power/,World,,,"June, 23 2018 03:30:41","June, 22 2018 00:00:00",,,4,Social,Answers,The world's population will grow from 7.6 billion in 2017 to 9.8 billion by 2050.,4
2018,,,36,Support services,administration,Many in U.S. have confidence in what private space companies will accomplish,,http://www.pewresearch.org/fact-tank/2018/06/22/many-in-u-s-have-confidence-in-what-private-space-companies-will-accomplish/,,,3,"June, 23 2018 12:14:27","June, 22 2018 00:00:00",,,6,Technological,Pew Research Center,The National Aeronautics and Space Administration has paid private companies $6.8 billion to develop launch systems that might send astronauts into space as early as this year.,2
2048,,,9,Construction,city,Urban expansion and resettlement can be a win-win for cities and communities: Case studies from five countries,,https://blogs.worldbank.org/sustainablecities/urban-expansion-and-resettlement-can-be-win-win-cities-and-communities-case-studies-five-countries?cid=SURR_TT_WBGCitiesEN_D_EXT,,,,"June, 24 2018 12:48:00","June, 22 2018 00:00:00",,,3,Environmental,Prospects for Development,The next few decades will see unprecedented growth in urban areas.,3
2021,,,12,Information Technology,artificial intelligence,TechCrunch Hangzhou: How industry leaders are challenging the status quo,,https://technode.com/2018/06/22/techcrunch-hangzhou/,,,,"June, 24 2018 13:19:23","June, 22 2018 00:00:00",,,3,Technological,TechNode,"In next few years, intelligent identification will be the next front line domain for AI.",4
2021,,,12,,,"Transparent Ceramics Market in depth analysis, growth prospects & future trends to 2021",,http://www.thecomicjournal.com/2018/06/22/transparent-ceramics-market-in-depth-analysis-growth-prospects-future-trends-to-2021/,World,2017,,"June, 26 2018 04:51:01","June, 22 2018 00:00:00",,,3,,The Comic Journal,Industry analysts forecast the global transparent ceramics market to grow at a CAGR of 22.10% during the period 2017-2021.,4
2020,,,72,Government,law,Canada Just Became The 2nd Country in The World to Legalize Marijuana,,https://www.sciencealert.com/cananda-second-country-in-world-legalize-marijuana,Northern America,,3,"June, 23 2018 13:42:06","June, 22 2018 00:00:00",,Canada,6,Political,Science Alert,Canada's legal marijuana market will be a $6.5 billion industry by 2020.,4
2028,,,32,,,"Stocks to watch: Civmec, Singapore Kitchen Equipment, Sunpower",,https://www.straitstimes.com/business/companies-markets/stocks-to-watch-civmec-singapore-kitchen-equipment-sunpower,,,2,"June, 22 2018 03:37:26","June, 22 2018 00:00:00",,,4,,The Straits Times,": Australian builder Civmec is steering into shipbuilding with a major A$4 billion (S$4 billion) deal clinched with its joint venture partner, German shipyard Lürssen: Back-of-envelope estimates show that about A$400 million to A$500 million will be accrued to Civmec over the next decade.",4
2025,,,9,,,Sharing Economy,Opportunity,http://www.innovationtactics.com/sharing-economy/,,2016,,"June, 24 2018 07:12:11","June, 22 2018 00:00:00",,,3,,Innovation Tactics,The sharing economy is a fast-growing innovation opportunity: PricewaterhouseCoopers projects a 20-fold increase between 2016 and 2025 - reaching €570 billion ($674 billion).,3
2023,,,16,Information Technology,robot,Brookings poll: 52% say robots will take over in 30 years,,https://www.washingtonexaminer.com/washington-secrets/brookings-poll-52-say-robots-will-take-over-in-30-years,Northern America,,,"June, 24 2018 04:06:21","June, 22 2018 00:00:00",,United States of America,4,Social,Washington Examiner,Many people believe that robot use will become a regular thing for most Americans within five years.,4
2030,114.1850093,22.3049809,16,,gdp,Highly skilled workers' pay set to jump with talent crunch,,https://www.straitstimes.com/business/economy/highly-skilled-workers-pay-set-to-jump-with-talent-crunch,South-Eastern Asia,2017,,"June, 22 2018 03:37:34","June, 22 2018 00:00:00",Hong Kong,Singapore,4,Economic,The Straits Times,"By 2030, Singapore and Hong Kong are forecast to face a wage premium equivalent to about 10 per cent of their respective 2017 gross domestic products.",4
2030,,,96,Food & agriculture,economy,Green Finance Institute and Financial Services Skills Taskforce unveiled,Opportunity,https://www.gov.uk/government/news/green-finance-institute-and-financial-services-skills-taskforce-unveiled,World,2015,4,"June, 25 2018 12:47:12","June, 22 2018 00:00:00",,,6,Economic,Department for Culture Media & Sport,The Global Commission on the Economy and Climate Change estimates around $93 trillion of global infrastructure investment between 2015 and 2030 will need to be green in order to meet climate change commitments.,4
2030,,,16,Environment,waste,Expert View: How China is catching up with the US in new applications of synthetic biology.,,https://www.biobasedworldnews.com/expert-view-how-china-is-catching-up-with-the-us-in-new-applications-of-synthetic-biology,Eastern Asia,,,"June, 25 2018 14:45:31","June, 21 2018 00:00:00",,China,4,Economic,Bio-Based World News,Historic research has revealed that by 2030 the annual amount of solid waste in China will increase to over 480 million tons.,4
2030,,,12,Automotive,vehicle,Australian car fleet could be 90% EVs by 2050,,https://reneweconomy.com.au/australian-car-fleet-could-be-90-evs-by-2050-86846/,,,,"June, 22 2018 05:32:36","June, 21 2018 00:00:00",,,3,Industries,Giles Parkinson,"PEV sales are forecast to reach 615,000 vehicles per annum by 2030.",4
